post_id,user_name,content
1675499366583655,Phạm Dũng,"Chào các bác, em chuẩn bị mua laptop lần đầu mà phân vân nhiều store quá, các bác cho em hỏi mua ở store nào thì uy tín và hợp lí ạ."
