comment_id,user_name,content
1957803914699726,Lê Nhàn,"bạn ơi nếu muốn mua yên tâm thì qua mình tham khảo đi ạ.
mình bay Hàn Quốc - Thailand - Malay - Đài Loan liên tục tháng 2-4 chuyến . chỉ pick hàng tại store chính hãng có bill và sẵn sàng gọi video call khi đang mua ở store nếu bạn cần ^^.
17/4 mình bay Hàn ạ"
1956673388146112,Phi Yến,Do TO nó chưa có cửa hàng phân phối độc quyền tại VN nên nó tràn lan kiểu “đổi công thức” như vậy đó. Vì hàng fake quá nhiều ko biết cái nào thật cái nào fake luôn
1956632531483531,Sylvia Pham,"Trước mình thích dùng TO lắm, sau mua hình như trúng đồ giả thấy ko tác dụng gì nên ko mua nữa. Loại này giả rất nhiều."
1956609824819135,Tracey Ng,"chắc đổi á bạn, mình mua bên úc cũng màu vàng vàng v á"
1957538394726278,Đức Anh Phan,Mẫu mới có đổi công thức nhé bạn nhé.
1957012874778830,Lê Minh Hiếu,M có hàng xách tay mỹ. Ng nhà mang về. Vì m cũng đang xài
1956586944821423,Lực Mã,"sản phẩm của TO không phải là hãng đổi công thức mà là màu của nguyên liệu theo mùa trong năm có màu sắc khác nhau, nên sản phẩm theo lô sẽ có màu khác nhau bạn nhé, bạn mua hàng có bill oder liên tục là ok nè, chứ TO bao bì của nó cũng khác nhau liên tục ấy, mình chỉ tự đặt từ us về k nhập qua ai nó cũng thế nè"
1956600341486750,Phở Bò Tái Chín,"Mn hay mua serum này của hàng nào bán thế ạ, e tìm sàn s cứ sợ mua phải hàng fake í 😔"
1956576098155841,Nhân Lê,.
