post_id,user_name,content
1676159846517607,Bùi Ngọc Duy🙈🙈,"‼️‼️CẢNH BÁO CHO CÁC BÁC HAY CHO CON EM XEM YOUTUBE
Bọn YouTube kiểm duyệt càng ngày càng kém các bác ạ. Nay check lịch sử thấy cháu em nó xem phải mấy cái video vớ vẩn mà tức điên người 🤬🤬🤬. Thậm chí nó còn xem phải 1 cái video về 1 nhân vật nữ trong game Minecraft có tiêu đề là ""...PO*PED HER PANTS"" (dịch nghĩa là cô gái i* trong quần). Thậm chí cái video đó còn k bị giới hạn độ tuổi.
Nếu dùng YouTube Kids thì lại ít video về chủ đề cháu nó hay xem và cái thuật toán đề xuất video cũng rất là ngu luôn."
