post_id,user_name,content
1677023669764558,Lê Dũng,Các bác cho e hỏi ngu phát nữa. Là e cài win nhưng nó cứ báo như này là sao ạ 🥹. Bác nào chỉ giáo giúp em với. Em cảm ơn ạ.
