comment_id,user_name,content
2033878110425639,Review có tâm,Cũng không có mấy tác dụng đâu ạ
2033771063769677,Lê Huỳnh,Lọ mình mua ở estee lauder store
2033750957105021,Trang Chu,Mình dùng kem mắt hãng này chỉ thấy mắt đỡ nhăn thôi chứ phải kết hợp ngủ trước 11h + kem mắt mới đỡ được
2033745427105574,Phuongw Annh,"gần 200k 1 lọ này là hàng auth nhé c, e mua 199k là hàng real"
2033763687103748,Trâm Trâm,"Fake rồi, chất kem auth màu trắng sữa ngã vàng xíu."
2034187130394737,Ng Phượng,"Cái này dùng cũng ổn nhưng chỉ được thời gian thui bà còn như tui trước bị do thức khuya thì tui cứ đi da liễu chữa dứt điểm luôn chứ ko phải day dứt nỗi đau nữa, thâm như tui chứ gần 3 tháng là khỏi rồi chứ mắt tui trước đây thâm như gấu mèo luôn 😂"
2034216273725156,Tú Uyên Nguyen,Nếu khó quá thì vào thẳng store mua khỏi sợ auth vs fake????
2034640500349400,Hoàng Nhâm,Kem mắt của Estee lauder làm giảm nếp nhăn hiệu quả chứ không hiệu quả với quầng thâm đâu b
2033755903771193,Chou Lynn,Tuỳ date sẽ có giá khác nhau và tuỳ đợt sale của hãng nên bạn test chất ok là dc
2033767070436743,Leyla Nguyen,"Bạn tham khảo thử shopeemall này đi hàng auth nếu chưa chắc chắn thì mua loại minisize dùng nhé bạn với shopee cũng có chính sách đổi trả mà đc hoàn hàng nếu mà fake chỉ cần ấn yêu cầu hoàn hàng chụp hình và video bằng chứng thui

https://s.shopee.vn/50FCBUhXBi"
2033841113762672,Jasmine Yan,Lazada có Mall mà
2033770207103096,Linh Đan,Estee với lancome qua lazada mà mua nàng ơi
2033782750435175,Nguyễn.T Đạt,"Của e fake nha , hàng auth nó như này nè"
2033746357105481,Hoài Nhi,Kem mắt của b là hàng fake
2033748930438557,Minh Phương,"Bạn kiếm kem mắt thông đỏ của sulwashoo ý, rồi đi nắng thì mang thêm kính đen chống nắng vô, giảm thâm rõ rệt luôn. 1 phần nữa thâm mắt là do khí huyết của mình kém, bồ bổ khí huyết thêm nữa"
