post_id,user_name,content
1017490052064455,Thủy Đoàn,"Tìm ra fb đã là gì, nó còn lướt hết cả bài đăng ảnh ọt nhà người ta từ lúc mới lập facebook, người yêu cũ, em gái đang đong đưa đến cả họ hàng hang hốc nhà người ta nó cũng đào ra được 😂😂
Cre: Phong cách sống"
